id,year,doy,TEM,DALEC,TECO,FBDC,CASA,CENTURY,CLM,ORCHIDEE
0,2015,1,1.153503966,1.126415322,1.126429804,1.126425824,1.153525546,1.15350754,1.126439931,1.126428171
1,2015,2,1.153503966,1.114234843,1.114249157,1.114245223,1.153525546,1.15350754,1.114259168,1.114247544
2,2015,3,1.153503966,1.131933413,1.131947941,1.131943948,1.153525546,1.15350754,1.131958101,1.131946303
3,2015,4,1.153503966,1.105781285,1.105795462,1.105791565,1.153525546,1.15350754,1.105805377,1.105793864
4,2015,5,1.153503966,1.1056388,1.105652959,1.105649067,1.153525546,1.15350754,1.105662861,1.105651363
5,2015,6,1.153503966,1.111908551,1.11192277,1.111918861,1.153525546,1.15350754,1.111932715,1.111921167
6,2015,7,1.153503966,1.109018653,1.109032814,1.109028921,1.153525546,1.15350754,1.109042719,1.109031218
7,2015,8,1.153503966,1.115795038,1.115809262,1.115805351,1.153525546,1.15350754,1.115819212,1.115807659
8,2015,9,1.153503966,1.114372846,1.114387026,1.114383126,1.153525546,1.15350754,1.114396946,1.114385427
9,2015,10,1.153503966,1.114656965,1.114671121,1.114667227,1.153525546,1.15350754,1.114681025,1.114669525
10,2015,11,1.153503966,1.11408086,1.114094979,1.114091095,1.153525546,1.15350754,1.114104859,1.114093386
11,2015,12,1.153503966,1.114424652,1.114438742,1.114434865,1.153525546,1.15350754,1.114448604,1.114437152
12,2015,13,1.153503966,1.113257414,1.113271456,1.113267591,1.153525546,1.15350754,1.113281285,1.113269871
13,2015,14,1.153503966,1.130418247,1.130432468,1.130428553,1.153525546,1.15350754,1.130442425,1.130430863
14,2015,15,1.153503966,1.15048103,1.150495463,1.150491488,1.153525546,1.15350754,1.15050557,1.150493833
15,2015,16,1.153503966,1.129752765,1.129766896,1.129763003,1.153525546,1.15350754,1.129776794,1.129765299
16,2015,17,1.153503966,1.148355753,1.14837007,1.148366125,1.153525546,1.15350754,1.148380102,1.148368452
17,2015,18,1.153503966,1.158233097,1.15824749,1.158243522,1.153525546,1.15350754,1.158257577,1.158245862
18,2015,19,1.153503966,1.137727117,1.137741205,1.13773732,1.153525546,1.15350754,1.137751083,1.137739612
19,2015,20,1.153503966,1.152543151,1.15255737,1.152553447,1.153525546,1.15350754,1.152567342,1.152555761
20,2015,21,1.153503966,1.151447579,1.151461729,1.151457823,1.153525546,1.15350754,1.151471657,1.151460127
21,2015,22,1.153503966,1.141667469,1.141681442,1.141677583,1.153525546,1.15350754,1.14169125,1.14167986
22,2015,23,1.153503966,1.17256828,1.172582569,1.172578621,1.153525546,1.15350754,1.172592604,1.17258095
23,2015,24,1.153503966,1.177672726,1.177687013,1.177683063,1.153525546,1.15350754,1.17769705,1.177685393
24,2015,25,1.153503966,1.148314472,1.148328339,1.148324503,1.153525546,1.15350754,1.148338085,1.148326766
25,2015,26,1.153503966,1.160995978,1.16100993,1.161006069,1.153525546,1.15350754,1.161019741,1.161008347
26,2015,27,1.153503966,1.165380256,1.165394189,1.165390331,1.153525546,1.15350754,1.165403993,1.165392607
27,2015,28,1.153503966,1.163444546,1.163458384,1.163454549,1.153525546,1.15350754,1.163468125,1.163456811
28,2015,29,1.153503966,1.152392297,1.152405929,1.152402149,1.153525546,1.15350754,1.152415532,1.152404379
29,2015,30,1.153503966,1.131006999,1.131020304,1.131016612,1.153525546,1.15350754,1.131029683,1.13101879
30,2015,31,1.153503966,1.145163744,1.145177139,1.145173419,1.153525546,1.15350754,1.145186586,1.145175614
31,2015,32,1.138462904,1.11346667,1.113479619,1.11347602,1.138482312,1.138466008,1.113488757,1.113478143
32,2015,33,1.138462904,1.111840055,1.111852907,1.111849332,1.138482312,1.138466008,1.111861983,1.111851441
33,2015,34,1.138462904,1.115443925,1.115456739,1.115453172,1.138482312,1.138466008,1.115465795,1.115455276
34,2015,35,1.138462904,1.117770235,1.117782993,1.117779438,1.138482312,1.138466008,1.117792016,1.117781535
35,2015,36,1.138462904,1.116457857,1.116470516,1.116466986,1.138482312,1.138466008,1.116479476,1.116469068
36,2015,37,1.138462904,1.129028863,1.129041576,1.129038028,1.138482312,1.138466008,1.129050581,1.12904012
37,2015,38,1.138462904,1.139234452,1.139247187,1.139243629,1.138482312,1.138466008,1.139256217,1.139245728
38,2015,39,1.138462904,1.134169627,1.134182212,1.134178693,1.138482312,1.138466008,1.134191143,1.134180768
39,2015,40,1.138462904,1.137743082,1.137755611,1.137752103,1.138482312,1.138466008,1.137764509,1.137754172
40,2015,41,1.138462904,1.144375212,1.144387714,1.14438421,1.138482312,1.138466008,1.144396602,1.144386276
41,2015,42,1.138462904,1.129259529,1.129271766,1.129268332,1.138482312,1.138466008,1.129280475,1.129270357
42,2015,43,1.138462904,1.114250252,1.114262227,1.114258863,1.138482312,1.138466008,1.114270759,1.114260846
43,2015,44,1.138462904,1.125008199,1.125020187,1.125016815,1.138482312,1.138466008,1.125028737,1.125018804
44,2015,45,1.138462904,1.115522758,1.115534541,1.115531223,1.138482312,1.138466008,1.115542955,1.115533179
45,2015,46,1.138462904,1.114119658,1.114131321,1.114128033,1.138482312,1.138466008,1.114139659,1.114129972
46,2015,47,1.138462904,1.122458082,1.122469723,1.122466436,1.138482312,1.138466008,1.122478056,1.122468374
47,2015,48,1.138462904,1.11703958,1.117051056,1.117047811,1.138482312,1.138466008,1.117059279,1.117049724
48,2015,49,1.138462904,1.111923945,1.111935256,1.111932053,1.138482312,1.138466008,1.111943374,1.111933942
49,2015,50,1.138462904,1.109742668,1.109753845,1.109750675,1.138482312,1.138466008,1.109761876,1.109752544
50,2015,51,1.138462904,1.121638982,1.121650161,1.121646985,1.138482312,1.138466008,1.121658206,1.121648857
51,2015,52,1.138462904,1.125106555,1.125117648,1.125114491,1.138482312,1.138466008,1.125125643,1.125116352
52,2015,53,1.138462904,1.111808377,1.11181922,1.111816129,1.138482312,1.138466008,1.111827046,1.111817951
53,2015,54,1.138462904,1.112434939,1.112445666,1.112442603,1.138482312,1.138466008,1.112453422,1.112444409
54,2015,55,1.138462904,1.135482722,1.135493543,1.135490447,1.138482312,1.138466008,1.135501379,1.135492271
55,2015,56,1.138462904,1.115679199,1.115689703,1.115686692,1.138482312,1.138466008,1.115697325,1.115688467
56,2015,57,1.138462904,1.113745817,1.113756175,1.1137532,1.138482312,1.138466008,1.113763704,1.113754953
57,2015,58,1.138462904,1.1146236,1.114633836,1.11463089,1.138482312,1.138466008,1.11464129,1.114632626
58,2015,59,1.138462904,1.117721026,1.117731157,1.117728235,1.138482312,1.138466008,1.117738549,1.117729956
59,2015,60,1.135774619,1.209084805,1.209095606,1.209092483,1.13579146,1.13577702,1.209103504,1.209094323
60,2015,61,1.135774619,1.204782692,1.204793294,1.204790221,1.13579146,1.13577702,1.204801065,1.204792031
61,2015,62,1.135774619,1.216297248,1.216307785,1.216304722,1.13579146,1.13577702,1.216315528,1.216306526
62,2015,63,1.135774619,1.193613527,1.193623706,1.193620739,1.13579146,1.13577702,1.193631204,1.193622486
63,2015,64,1.135774619,1.190236812,1.190246797,1.190243878,1.13579146,1.13577702,1.190254173,1.190245597
64,2015,65,1.135774619,1.207877754,1.207887716,1.207884794,1.13579146,1.13577702,1.207895095,1.207886514
65,2015,66,1.135774619,1.227856612,1.227866559,1.227863632,1.13579146,1.13577702,1.227873949,1.227865356
66,2015,67,1.135774619,1.221401851,1.221411689,1.221408784,1.13579146,1.13577702,1.221419023,1.221410495
67,2015,68,1.135774619,1.185485599,1.185495321,1.18549244,1.13579146,1.13577702,1.185502592,1.185494136
68,2015,69,1.135774619,1.169244363,1.169254034,1.169251157,1.13579146,1.13577702,1.169261293,1.16925285
69,2015,70,1.135774619,1.251105597,1.25111497,1.251112169,1.13579146,1.13577702,1.251122032,1.251113817
70,2015,71,1.135774619,0.837116638,0.837125951,0.837123156,1.13579146,1.13577702,0.837132996,0.837124801
71,2015,72,1.135774619,1.231496238,1.23150526,1.23150254,1.13579146,1.13577702,1.231512114,1.231504141
72,2015,73,1.135774619,0.65691362,0.656922586,0.65691987,1.13579146,1.13577702,0.656929429,0.656921467
73,2015,74,1.135774619,-0.514382082,-0.514373211,-0.514375913,1.13579146,1.13577702,-0.514366407,-0.514374324
74,2015,75,1.135774619,1.301453309,1.301461951,1.301459304,1.13579146,1.13577702,1.301468612,1.301460861
