id,year,doy,TEM,DALEC,TECO,FBDC,CASA,CENTURY,CLM,ORCHIDEE
0,2015,1,1.133143027,1.106349481,1.106361642,1.106357612,1.133160784,1.133147306,1.106371472,1.106359976
1,2015,2,1.133143027,1.10546801,1.10548014,1.105476119,1.133160784,1.133147306,1.105489948,1.105478478
2,2015,3,1.133143027,1.105362648,1.105374754,1.105370739,1.133160784,1.133147306,1.105384545,1.105373094
3,2015,4,1.133143027,1.10601914,1.106031227,1.106027216,1.133160784,1.133147306,1.106041007,1.106029569
4,2015,5,1.133143027,1.106933846,1.106945915,1.106941908,1.133160784,1.133147306,1.106955684,1.106944259
5,2015,6,1.133143027,1.10787346,1.107885508,1.107881506,1.133160784,1.133147306,1.107895266,1.107883854
6,2015,7,1.133143027,1.108748628,1.108760653,1.108756656,1.133160784,1.133147306,1.108770397,1.108759001
7,2015,8,1.133143027,1.109644741,1.10965674,1.109652748,1.133160784,1.133147306,1.109666468,1.10965509
8,2015,9,1.133143027,1.110501559,1.11051353,1.110509544,1.133160784,1.133147306,1.110523241,1.110511882
9,2015,10,1.133143027,1.112456751,1.112468703,1.11246472,1.133160784,1.133147306,1.112478405,1.112467056
10,2015,11,1.133143027,1.112955022,1.112966936,1.112962962,1.133160784,1.133147306,1.112976615,1.112965293
11,2015,12,1.133143027,1.113417311,1.113429185,1.11342522,1.133160784,1.133147306,1.113438839,1.113427546
12,2015,13,1.133143027,1.113977075,1.113988908,1.113984953,1.133160784,1.133147306,1.113998536,1.113987273
13,2015,14,1.133143027,1.114420196,1.114431983,1.114428039,1.133160784,1.133147306,1.114441583,1.114430352
14,2015,15,1.133143027,1.11488904,1.11490078,1.114896847,1.133160784,1.133147306,1.114910351,1.114899154
15,2015,16,1.133143027,1.115362986,1.115374677,1.115370756,1.133160784,1.133147306,1.115384217,1.115373055
16,2015,17,1.133143027,1.115839973,1.11585161,1.115847702,1.133160784,1.133147306,1.115861118,1.115849994
17,2015,18,1.133143027,1.116335052,1.116346636,1.11634274,1.133160784,1.133147306,1.11635611,1.116345025
18,2015,19,1.133143027,1.116858385,1.116869912,1.116866029,1.133160784,1.133147306,1.116879351,1.116868306
19,2015,20,1.133143027,1.117282867,1.117294334,1.117290466,1.133160784,1.133147306,1.117303735,1.117292734
20,2015,21,1.133143027,1.117380836,1.117392237,1.117388385,1.133160784,1.133147306,1.117401597,1.117390644
21,2015,22,1.133143027,1.110008013,1.110019271,1.110015461,1.133160784,1.133147306,1.110028526,1.110017695
22,2015,23,1.133143027,1.139137329,1.139148807,1.139144915,1.133160784,1.133147306,1.139158258,1.139147197
23,2015,24,1.133143027,1.143264287,1.143275729,1.143271842,1.133160784,1.133147306,1.143285166,1.143274121
24,2015,25,1.133143027,1.115866559,1.115877651,1.115873876,1.133160784,1.133147306,1.115886813,1.115876089
25,2015,26,1.133143027,1.128001013,1.128012145,1.128008348,1.133160784,1.133147306,1.128021356,1.128010574
26,2015,27,1.133143027,1.132093352,1.132104441,1.132100651,1.133160784,1.133147306,1.132113634,1.132102873
27,2015,28,1.133143027,1.130893513,1.130904504,1.130900739,1.133160784,1.133147306,1.130913633,1.130902946
28,2015,29,1.133143027,1.119729356,1.119740153,1.119736445,1.133160784,1.133147306,1.119749137,1.119738619
29,2015,30,1.133143027,1.099760911,1.099771429,1.099767808,1.133160784,1.133147306,1.099780199,1.099769931
30,2015,31,1.133143027,1.112622412,1.112632963,1.112629322,1.133160784,1.133147306,1.11264178,1.112631456
31,2015,32,1.07672373,1.052592094,1.052601993,1.052598568,1.076738419,1.076727307,1.052610282,1.052600576
32,2015,33,1.07672373,1.051334193,1.051343996,1.051340596,1.076738419,1.076727307,1.051352223,1.051342589
33,2015,34,1.07672373,1.054692051,1.054701798,1.054698408,1.076738419,1.076727307,1.054709996,1.054700395
34,2015,35,1.07672373,1.056636985,1.056646661,1.056643286,1.076738419,1.076727307,1.056654818,1.056645264
35,2015,36,1.07672373,1.05571275,1.055722326,1.055718977,1.076738419,1.076727307,1.05573042,1.05572094
36,2015,37,1.07672373,1.06760116,1.067610748,1.067607384,1.076738419,1.076727307,1.067618873,1.067609355
37,2015,38,1.07672373,1.077588338,1.077597917,1.077594545,1.076738419,1.076727307,1.077606056,1.07759652
38,2015,39,1.07672373,1.072340431,1.072349862,1.072346531,1.076738419,1.076727307,1.0723579,1.072348483
39,2015,40,1.07672373,1.076491113,1.076500478,1.076497159,1.076738419,1.076727307,1.076508482,1.076499103
40,2015,41,1.07672373,1.082816688,1.082826002,1.082822689,1.076738419,1.076727307,1.082833986,1.082824629
41,2015,42,1.07672373,1.067897874,1.067906954,1.067903712,1.076738419,1.076727307,1.067914762,1.067905611
42,2015,43,1.07672373,1.053693842,1.053702695,1.053699522,1.076738419,1.076727307,1.053710335,1.05370138
43,2015,44,1.07672373,1.063878682,1.063887512,1.063884335,1.076738419,1.076727307,1.063895157,1.063886195
44,2015,45,1.07672373,1.054537828,1.054546471,1.054543348,1.076738419,1.076727307,1.054553981,1.054545176
45,2015,46,1.07672373,1.053448541,1.053457064,1.053453971,1.076738419,1.076727307,1.053464498,1.053455782
46,2015,47,1.07672373,1.061308344,1.061316816,1.061313727,1.076738419,1.076727307,1.061324234,1.061315535
47,2015,48,1.07672373,1.055976317,1.055984631,1.055981586,1.076738419,1.076727307,1.05599194,1.055983368
48,2015,49,1.07672373,1.051052327,1.051060486,1.051057483,1.076738419,1.076727307,1.051067689,1.051059241
49,2015,50,1.07672373,1.049162412,1.049170438,1.049167469,1.076738419,1.076727307,1.049177555,1.049169207
50,2015,51,1.07672373,1.060797641,1.060805634,1.060802661,1.076738419,1.076727307,1.060812753,1.0608044
51,2015,52,1.07672373,1.063757315,1.063765205,1.063762254,1.076738419,1.076727307,1.063772266,1.06376398
52,2015,53,1.07672373,1.05091333,1.050921,1.050918115,1.076738419,1.076727307,1.050927899,1.050919802
53,2015,54,1.07672373,1.051546108,1.051553656,1.051550799,1.076738419,1.076727307,1.051560481,1.05155247
54,2015,55,1.07672373,1.073830896,1.073838471,1.073835585,1.076738419,1.076727307,1.073845357,1.073837272
55,2015,56,1.07672373,1.054729575,1.054736884,1.054734081,1.076738419,1.076727307,1.054743567,1.05473572
56,2015,57,1.07672373,1.052792895,1.052800057,1.052797292,1.076738419,1.076727307,1.052806646,1.052798908
57,2015,58,1.07672373,1.053809213,1.053816247,1.053813512,1.076738419,1.076727307,1.053822759,1.053815111
58,2015,59,1.07672373,1.057046775,1.057053693,1.057050982,1.076738419,1.076727307,1.057060139,1.057052566
59,2015,60,1.335857803,1.14706433,1.147071672,1.14706877,1.335869194,1.335860682,1.147078566,1.147070466
60,2015,61,1.335857803,1.142162115,1.14216926,1.14216641,1.335869194,1.335860682,1.142176022,1.142168075
61,2015,62,1.335857803,1.153660806,1.153667852,1.153665014,1.335869194,1.335860682,1.153674575,1.153666671
62,2015,63,1.335857803,1.131268706,1.131275448,1.131272705,1.335869194,1.335860682,1.131281937,1.131274306
63,2015,64,1.335857803,1.12839891,1.128405465,1.12840277,1.335869194,1.335860682,1.128411834,1.128404343
64,2015,65,1.335857803,1.147160951,1.147167438,1.147164741,1.335869194,1.335860682,1.147173803,1.147166315
65,2015,66,1.335857803,1.164473809,1.164480209,1.164477515,1.335869194,1.335860682,1.164486555,1.164479086
66,2015,67,1.335857803,1.190539765,1.190546026,1.190543356,1.335869194,1.335860682,1.190552306,1.190544913
67,2015,68,1.335857803,1.266866249,1.266872377,1.266869727,1.335869194,1.335860682,1.266878601,1.266871272
68,2015,69,1.335857803,1.407307437,1.407313464,1.407310818,1.335869194,1.335860682,1.407319668,1.40731236
69,2015,70,1.335857803,1.209686417,1.209692147,1.209689591,1.335869194,1.335860682,1.20969813,1.20969108
70,2015,71,1.335857803,1.579670981,1.579676622,1.579674061,1.335869194,1.335860682,1.579682602,1.579675552
71,2015,72,1.335857803,1.223096147,1.223101459,1.223099003,1.335869194,1.335860682,1.223107184,1.223100433
72,2015,73,1.335857803,1.891657702,1.891662962,1.89166048,1.335869194,1.335860682,1.891668735,1.891661924
73,2015,74,1.335857803,2.981268113,2.981273221,2.981270756,1.335869194,1.335860682,2.981278939,2.98127219
74,2015,75,1.335857803,1.227227329,1.227232136,1.227229762,1.335869194,1.335860682,1.227237629,1.227231142
75,2015,76,1.335857803,1.200348329,1.200352737,1.200350506,1.335869194,1.335860682,1.200357886,1.200351802
76,2015,77,1.335857803,1.235883215,1.235887406,1.235885228,1.335869194,1.335860682,1.235892419,1.235886493
77,2015,78,1.335857803,1.185898585,1.185902585,1.185900445,1.335869194,1.335860682,1.185907496,1.185901687
78,2015,79,1.335857803,1.236546379,1.236550199,1.236548089,1.335869194,1.335860682,1.236555028,1.236549313
79,2015,80,1.335857803,1.153121241,1.153124701,1.153122723,1.335869194,1.335860682,1.153129212,1.15312387
80,2015,81,1.335857803,1.220353966,1.220357238,1.220355295,1.335869194,1.335860682,1.220361654,1.220356421
81,2015,82,1.335857803,1.180756352,1.180759433,1.180757523,1.335869194,1.335860682,1.180763758,1.180758629
82,2015,83,1.335857803,1.246338459,1.24634136,1.246339472,1.335869194,1.335860682,1.246345619,1.246340564
83,2015,84,1.335857803,1.192336492,1.192339144,1.19233732,1.335869194,1.335860682,1.192343239,1.192338374
84,2015,85,1.335857803,1.166864159,1.166866525,1.166864795,1.335869194,1.335860682,1.166870391,1.166865794
85,2015,86,1.335857803,1.216700436,1.216702543,1.21670089,1.335869194,1.335860682,1.216706217,1.216701844
86,2015,87,1.335857803,1.190338722,1.190340614,1.190339003,1.335869194,1.335860682,1.190344177,1.190339932
87,2015,88,1.335857803,1.207554644,1.207556357,1.207554742,1.335869194,1.335860682,1.207559907,1.207555672
88,2015,89,1.335857803,1.275296021,1.275297469,1.275295926,1.335869194,1.335860682,1.275300837,1.275296813
89,2015,90,1.335857803,1.795379232,1.795380437,1.795378933,1.335869194,1.335860682,1.795383696,1.795379797
90,2015,91,2.564526841,2.484722727,2.484723713,2.484722174,2.564530595,2.564528069,2.484727021,2.484723056
91,2015,92,2.564526841,1.623928007,1.62392869,1.623927211,2.564530595,2.564528069,1.623931835,1.623928057
92,2015,93,2.564526841,1.250308798,1.250309161,1.250307838,2.564530595,2.564528069,1.250311945,1.250308594
93,2015,94,2.564526841,1.346378354,1.346378434,1.346377171,2.564530595,2.564528069,1.34638106,1.346377891
94,2015,95,2.564526841,1.428121729,1.428121523,1.428120332,2.564530595,2.564528069,1.428123964,1.42812101
95,2015,96,2.564526841,1.342931912,1.342931407,1.342930271,2.564530595,2.564528069,1.342933698,1.342930915
96,2015,97,2.564526841,1.255653094,1.255652292,1.25565123,2.564530595,2.564528069,1.255654396,1.255651831
97,2015,98,2.564526841,1.497101298,1.497100184,1.497099187,2.564530595,2.564528069,1.497102116,1.497099749
98,2015,99,2.564526841,1.392005295,1.392003845,1.392002909,2.564530595,2.564528069,1.392005612,1.392003434
99,2015,100,2.564526841,1.900546232,1.900544462,1.900543604,2.564530595,2.564528069,1.900546031,1.900544083
100,2015,101,2.564526841,3.762359536,3.76235742,3.762356631,2.564530595,2.564528069,3.762358802,3.762357069
101,2015,102,2.564526841,4.712051211,4.712048484,4.712047709,2.564530595,2.564528069,4.712049764,4.712048135
102,2015,103,2.564526841,1.844867175,1.844864245,1.844863595,2.564530595,2.564528069,1.844865243,1.844863948
103,2015,104,2.564526841,4.108489714,4.108486525,4.10848597,2.564530595,2.564528069,4.108487294,4.108486268
104,2015,105,2.564526841,4.68313907,4.683135353,4.683134857,2.564530595,2.564528069,4.683135939,4.683135119
105,2015,106,2.564526841,3.929685985,3.929681932,3.929681523,2.564530595,2.564528069,3.929682298,3.929681733
106,2015,107,2.564526841,4.642381419,4.642376983,4.642376655,2.564530595,2.564528069,4.642377135,4.642376817
107,2015,108,2.564526841,3.309982569,3.30997776,3.309977514,2.564530595,2.564528069,3.309977697,3.309977626
108,2015,109,2.564526841,1.350770031,1.35076505,1.35076489,2.564530595,2.564528069,1.350764788,1.350764952
109,2015,110,2.564526841,1.3012977,1.301292594,1.301292513,2.564530595,2.564528069,1.301292154,1.30129253
110,2015,111,2.564526841,1.278890376,1.278885057,1.27888505,2.564530595,2.564528069,1.27888444,1.278885023
111,2015,112,2.564526841,1.341636938,1.341631291,1.341631356,2.564530595,2.564528069,1.341630484,1.341631286
112,2015,113,2.564526841,1.722971598,1.722965609,1.72296575,2.564530595,2.564528069,1.722964606,1.722965635
113,2015,114,2.564526841,1.297072726,1.297066388,1.297066606,2.564530595,2.564528069,1.297065186,1.297066446
114,2015,115,2.564526841,2.572931873,2.572924919,2.572925229,2.564530595,2.564528069,2.572923451,2.572925012
115,2015,116,2.564526841,3.444555033,3.444547764,3.444548155,2.564530595,2.564528069,3.444546091,3.444547891
116,2015,117,2.564526841,4.766771077,4.766763306,4.766763791,2.564530595,2.564528069,4.766761381,4.76676347
117,2015,118,2.564526841,3.469113819,3.469105381,3.469105973,2.564530595,2.564528069,3.469103153,3.469105587
118,2015,119,2.564526841,2.877024064,2.877015591,2.877016244,2.564530595,2.564528069,2.877013232,2.877015823
119,2015,120,2.564526841,4.368553117,4.36854383,4.368544608,2.564530595,2.564528069,4.368541117,4.368544111
120,2015,121,3.93473244,4.782431603,4.782421076,4.782422026,3.934723069,3.934730857,4.782417858,4.782421424
121,2015,122,3.93473244,5.320684683,5.320673652,5.320674714,3.934723069,3.934730857,5.320670144,5.320674045
122,2015,123,3.93473244,5.074128404,5.074116477,5.074117691,3.934723069,3.934730857,5.074112547,5.07411693
123,2015,124,3.93473244,4.338765017,4.338753472,4.338754702,3.934723069,3.934730857,4.338749555,4.338753935
124,2015,125,3.93473244,5.045180542,5.045168619,5.045169941,3.934723069,3.934730857,5.045164467,5.045169119
125,2015,126,3.93473244,4.450684853,4.450671887,4.450673379,3.934723069,3.934730857,4.450667258,4.450672454
126,2015,127,3.93473244,4.275031311,4.275017352,4.275019014,3.934723069,3.934730857,4.275012253,4.275017987
