,id,year,doy,TECO_SPRUCE,TEM,DALEC,TECO,FBDC,CASA,CENTURY,CLM,ORCHIDEE
0,1,2011,1,0.6812,0.2193803668206965,0.8245147756755499,0.9527547220999175,0.2879362894856017,0.3300917670764044,0.008338805928801506,1.123543818801514,0.2225482577612495
1,2,2011,2,0.4683,0.2193803668206965,0.8209464702279989,0.9470914051357247,0.1931541912026828,0.3300917670764044,0.008338805928801506,1.110179616577432,0.1934883509770833
2,3,2011,3,0.284,0.2193803668206965,0.821527016770631,0.9424065705533056,0.120686259274385,0.3300917670764044,0.008338805928801506,1.101949512528319,0.1875743869498001
3,4,2011,4,0.3574,0.2193803668206965,0.8284583047689995,0.9383593939017111,0.1539877017432779,0.3300917670764044,0.008338805928801506,1.100263841863989,0.1862574166899952
4,5,2011,5,0.6584,0.2193803668206965,0.837489025730104,0.9346818260197998,0.2861259233248661,0.3300917670764044,0.008338805928801506,1.100667494562643,0.185324429239419
5,6,2011,6,0.3819,0.2193803668206965,0.8474777949427934,0.931290383367078,0.2131969893161101,0.3300917670764044,0.008338805928801506,1.102334832134692,0.1846141615881166
6,7,2011,7,0.4932,0.2193803668206965,0.8571005888898713,0.9281366957680643,0.2934610914008464,0.3300917670764044,0.008338805928801506,1.103882588131458,0.1840617032316641
7,8,2011,8,0.306,0.2193803668206965,0.8659427649441993,0.925187252193769,0.2121214163060994,0.3300917670764044,0.008338805928801506,1.104875138993644,0.1835863797660979
8,9,2011,9,0.2426,0.2193803668206965,0.8741089082938387,0.9224166957405275,0.1588205800159837,0.3300917670764044,0.008338805928801506,1.105633057820981,0.1831623502584599
9,10,2011,10,0.3778,0.2193803668206965,0.8821084153744302,0.9198054964534184,0.2760555936517005,0.3300917670764044,0.008338805928801506,1.106450525198038,0.1827926329530677
10,11,2011,11,0.5719,0.2193803668206965,0.8906890946764221,0.9173381533957421,0.4140709491778148,0.3300917670764044,0.008338805928801506,1.107757653148982,0.1824976785758644
11,12,2011,12,0.5281,0.2193803668206965,0.8990420664243663,0.9150018124637135,0.40551070213914,0.3300917670764044,0.008338805928801506,1.108937533522961,0.1822284802491536
12,13,2011,13,0.5351,0.2193803668206965,0.9071384045779098,0.9127854716831891,0.4190593830878299,0.3300917670764044,0.008338805928801506,1.11026389782019,0.1820167399889478
13,14,2011,14,0.4384,0.2193803668206965,0.9151491369900171,0.9106792035448896,0.3671729192531766,0.3300917670764044,0.008338805928801506,1.111791703984383,0.1818291472777723
14,15,2011,15,0.2517,0.2193803668206965,0.9225560793153367,0.9086736691480645,0.236652901402183,0.3300917670764044,0.008338805928801506,1.11301922340148,0.1816695939269115
15,16,2011,16,0.2091,0.2193803668206965,0.9289797433692024,0.9067608409992582,0.2010116812318723,0.3300917670764044,0.008338805928801506,1.113835826291375,0.1815179615152172
16,17,2011,17,0.4081,0.2193803668206965,0.9354949004925371,0.9049334286936739,0.362353165976298,0.3300917670764044,0.008338805928801506,1.114768843869801,0.1813970463660891
17,18,2011,18,0.211,0.2193803668206965,0.94199960617169,0.9031852330146773,0.2173501771004524,0.3300917670764044,0.008338805928801506,1.115804958674261,0.18129035972056
